# RLC
{'R_sense': 10, 'R_circuit': 10, 'C': 4.7e-07, 'L': 0.000221, 'Vpk': 0.6}
1.497697e+04,2.027469e-02,1.083498e-04,-1.804514e-01,4.905021e-03
1.529152e+04,2.037816e-02,1.193334e-04,-1.442604e-01,4.967842e-03
1.561267e+04,2.046718e-02,1.091465e-04,-1.096704e-01,5.625490e-03
1.594057e+04,2.042610e-02,4.387062e-05,-7.395956e-02,4.997754e-03
1.627536e+04,2.069092e-02,3.946098e-05,-4.350605e-02,4.091312e-03
1.661718e+04,2.055450e-02,2.043349e-04,-1.747385e-03,4.675840e-03
1.696617e+04,2.058480e-02,1.308562e-04,3.255692e-02,5.454751e-03
1.732250e+04,2.058748e-02,9.965210e-05,6.827585e-02,5.870078e-03
1.768631e+04,2.048738e-02,2.417613e-04,1.048492e-01,5.197625e-03
1.805776e+04,2.048372e-02,1.036500e-04,1.389508e-01,5.967138e-03
1.843701e+04,2.032678e-02,2.213186e-04,1.747849e-01,5.423218e-03
1.882423e+04,2.026797e-02,9.191575e-05,2.107042e-01,4.676935e-03
1.921958e+04,2.015400e-02,6.342458e-05,2.453399e-01,4.891787e-03
1.962323e+04,1.989166e-02,2.700045e-04,2.783835e-01,4.215273e-03
2.003536e+04,1.975688e-02,5.947616e-05,3.149393e-01,4.071647e-03
2.045615e+04,1.956757e-02,3.246061e-04,3.474129e-01,4.201871e-03
2.088577e+04,1.935735e-02,2.215980e-04,3.768736e-01,4.580968e-03
2.132442e+04,1.912356e-02,9.760853e-05,4.074654e-01,7.509665e-03
2.177227e+04,1.889245e-02,1.477138e-04,4.389478e-01,8.320108e-03
2.222954e+04,1.872130e-02,7.975996e-05,4.698910e-01,1.783048e-03
2.269641e+04,1.846413e-02,8.065061e-05,4.996281e-01,4.939289e-03
2.317308e+04,1.818200e-02,9.018780e-05,5.293298e-01,4.516539e-03
2.365976e+04,1.778104e-02,4.716082e-04,5.573544e-01,1.060325e-02
2.415667e+04,1.772236e-02,9.142585e-05,5.835186e-01,3.434152e-03
2.466401e+04,1.724039e-02,2.652038e-04,6.082967e-01,5.437529e-03
2.518201e+04,1.708659e-02,7.225326e-05,6.351967e-01,5.415315e-03
2.571089e+04,1.669417e-02,3.452359e-04,6.590646e-01,4.690151e-03
2.625087e+04,1.648054e-02,1.391166e-04,6.840050e-01,2.991349e-03
2.680219e+04,1.606076e-02,2.428700e-04,7.080893e-01,5.846508e-03
2.736510e+04,1.582307e-02,1.125710e-04,7.295501e-01,8.131123e-03
2.793982e+04,1.558401e-02,2.449289e-04,7.519551e-01,4.173153e-03
2.852662e+04,1.534515e-02,5.619206e-05,7.716840e-01,3.820601e-03
